sys_RespNum,sys_SequentialRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_ScreenWidth,sys_CAPIDeviceID,Gender,age,education,job,KUT_r1,KUT_r2,KUT_r3,KUT_r4,KUT_r5,KUT_r6,KUT_r7,KUT_r8,Gaais_r1,Gaais_r2,Gaais_r3,Gaais_r4,Gaais_r5,Gaais_r6,Gaais_r7,Gaais_r8,Gaais_r9,Gaais_r10,CBC_Random1,CBC_Random2,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random7,CBC_Random8,CBC_Random9,CBC_Random10,CBC_Random11,CBC_Random12,Comment,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25
82,82,31 Dec 2021 - 23:59:18 CET,01 Jan 2022 - 00:02:38 CET,200,198,1640991558,1640991758,1,2,0,,ErklaerungOrt,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19B74 [FBAN/FBIOS;FBDV/iPhone10,4;FBMD/iPhone;FBSN/iOS;FBSV/15.1;FBSS/2;FBID/phone;FBLC/de_DE;FBOP/5]",,[FBAN FBIOS;FBDV,375,,2,57,4,4,4,2,4,4,1,4,3,3,4,2,3,4,4,3,4,3,4,3,,,,,,,,,,,,,,,,51,28,73,63,20,14,,,,,,,,,,,,,,,,,,,
83,83,01 Jan 2022 - 16:32:59 CET,01 Jan 2022 - 16:41:43 CET,524,529,1641051179,1641051703,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",,Safari 604.1,375,,2,29,6,4,4,2,5,4,1,6,2,2,4,3,3,4,4,3,4,3,2,4,1,3,3,3,3,1,1,3,1,2,2,2,,83,CBC1_1640008116_6,19,37,57,70,10,12,7,6,18,11,58,29,41,25,21,16,15,15,13,14,16,12,22,4,
84,84,01 Jan 2022 - 16:43:08 CET,01 Jan 2022 - 16:50:50 CET,462,461,1641051788,1641052250,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",,Safari 604.1,390,,1,31,6,4,6,1,6,6,1,6,1,1,5,3,2,5,5,2,5,2,5,2,3,1,1,3,1,1,1,1,2,1,3,3,,84,CBC1_1640008116_6,3,10,38,71,49,12,11,5,6,2,5,68,13,15,12,11,50,6,28,9,11,13,13,3,
85,85,01 Jan 2022 - 22:04:07 CET,01 Jan 2022 - 22:04:07 CET,0,0,1641071047,1641071047,1,2,0,,Gender,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",,Safari 604.1,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
86,86,02 Jan 2022 - 00:07:27 CET,02 Jan 2022 - 00:12:25 CET,298,296,1641078447,1641078745,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Mobile/15E148 Safari/604.1",,Safari 604.1,414,,2,24,4,2,6,2,5,5,1,5,3,2,4,2,2,5,4,3,4,2,2,4,2,2,1,2,1,2,1,3,1,1,1,1,,86,CBC1_1640008116_6,8,18,50,45,22,4,10,11,11,11,4,23,12,9,15,4,5,13,5,4,4,5,7,4,
87,87,02 Jan 2022 - 03:19:01 CET,02 Jan 2022 - 03:30:55 CET,714,708,1641089941,1641090655,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/18F72 [FBAN/FBIOS;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/14.6;FBSS/3;FBID/phone;FBLC/es_ES;FBOP/5]",,[FBAN FBIOS;FBDV,375,,1,34,6,4,4,2,4,4,1,4,4,2,4,5,3,5,5,1,5,3,5,5,1,3,1,1,1,2,3,1,1,2,2,3,,87,CBC1_1640008116_6,19,15,91,57,33,47,23,28,25,9,12,51,41,38,37,19,22,26,18,25,44,19,26,2,
88,88,02 Jan 2022 - 10:52:01 CET,02 Jan 2022 - 11:03:27 CET,686,681,1641117121,1641117807,1,5,0,,EndText,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,1519,,1,25,6,2,5,2,2,3,1,4,3,2,4,6,4,5,4,4,4,4,3,4,2,1,1,2,2,2,3,1,1,1,2,1,,88,CBC1_1640008116_6,23,26,68,60,41,17,14,22,18,11,10,66,20,42,40,25,55,15,52,17,22,15,21,4,
89,89,02 Jan 2022 - 14:44:39 CET,02 Jan 2022 - 14:50:47 CET,368,365,1641131079,1641131447,1,5,0,,EndText,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,2560,,1,30,6,4,4,4,3,4,2,4,2,2,5,4,2,6,6,2,6,3,5,4,3,1,2,2,1,3,3,2,3,2,1,3,,89,CBC1_1640008116_6,2,14,41,32,22,13,13,15,14,12,2,35,16,14,11,30,21,18,8,7,9,5,11,2,
90,90,02 Jan 2022 - 17:03:08 CET,02 Jan 2022 - 17:05:04 CET,116,116,1641139388,1641139504,1,2,0,,Gaais,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G61 Safari/602.1",,Safari 602.1,320,,2,22,6,2,4,3,1,3,1,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,38,27,89,,,,,,,,,,,,,,,,,,,,,,
91,91,03 Jan 2022 - 08:53:50 CET,03 Jan 2022 - 09:02:33 CET,523,522,1641196430,1641196953,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",,Safari 604.1,414,,2,24,6,2,5,2,3,4,1,4,3,3,4,3,4,4,4,3,4,3,4,3,3,3,3,2,2,2,2,2,3,2,3,2,,91,CBC1_1640008116_6,16,12,47,49,24,13,17,18,32,15,7,44,41,32,32,30,13,17,12,18,13,20,14,2,
92,92,03 Jan 2022 - 12:51:40 CET,03 Jan 2022 - 12:53:03 CET,83,83,1641210700,1641210783,1,2,0,,Szenario,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Mac OS X 10.14.6,Chrome 96.0.4664.110,1440,,2,25,6,2,5,4,2,2,1,3,4,3,4,3,3,5,5,3,4,3,3,4,,,,,,,,,,,,,,,,7,17,32,34,,,,,,,,,,,,,,,,,,,,,
93,93,03 Jan 2022 - 14:31:19 CET,03 Jan 2022 - 14:44:12 CET,773,770,1641216679,1641217452,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 10; SM-J600FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 10,Chrome 96.0.4664.104,360,,1,57,6,4,2,5,2,2,5,2,5,4,3,4,4,4,4,4,5,5,2,5,2,3,1,1,3,2,3,3,1,3,1,3,,93,CBC1_1640008116_6,8,20,56,60,29,34,27,27,24,14,7,86,37,44,37,27,41,43,36,34,35,21,25,6,
94,94,03 Jan 2022 - 17:00:49 CET,03 Jan 2022 - 17:08:52 CET,483,479,1641225649,1641226132,1,2,0,,CBC_Random12,1,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A217F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/15.0 Chrome/90.0.4430.210 Mobile Safari/537.36",Android 11,Chrome 90.0.4430.210,412,,2,55,5,6,4,3,4,4,3,4,5,3,3,3,2,5,3,2,4,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,,94,CBC1_1640008116_6,22,37,102,93,22,20,11,10,13,11,9,61,11,8,9,6,5,5,10,9,6,7,8,6,
95,95,04 Jan 2022 - 13:41:11 CET,04 Jan 2022 - 13:47:11 CET,360,354,1641300071,1641300431,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19B81 [FBAN/FBIOS;FBDV/iPhone13,2;FBMD/iPhone;FBSN/iOS;FBSV/15.1.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5]",,[FBAN FBIOS;FBDV,390,,1,27,6,4,5,2,5,5,1,5,2,2,5,2,2,5,5,2,6,3,5,3,3,2,3,3,3,1,2,3,2,3,1,3,,95,CBC1_1640008116_6,3,14,46,32,14,14,9,5,5,4,2,32,23,15,13,16,8,18,26,16,12,17,9,4,
96,96,04 Jan 2022 - 15:51:16 CET,04 Jan 2022 - 15:51:16 CET,0,0,1641307876,1641307876,1,2,0,,Gender,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",,Safari 604.1,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
97,97,04 Jan 2022 - 15:51:27 CET,04 Jan 2022 - 15:51:27 CET,0,0,1641307887,1641307887,1,2,0,,Gender,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",,Safari 604.1,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,
98,98,04 Jan 2022 - 17:43:53 CET,04 Jan 2022 - 17:43:54 CET,1,0,1641314633,1641314634,1,2,0,,Gender,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",,Safari 604.1,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6772,,,,,,,,,,,,,,,,,,,,,,,,
99,99,04 Jan 2022 - 19:54:10 CET,04 Jan 2022 - 19:56:22 CET,132,131,1641322450,1641322582,1,5,0,,EndText,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 10.0,Firefox 95.0,1920,,1,28,6,2,5,5,5,4,5,5,4,5,5,4,5,4,5,5,4,5,5,5,1,2,2,3,2,2,1,2,2,2,1,2,,99,CBC1_1640008116_6,4,8,6,8,1,3,5,7,11,6,2,20,9,9,7,7,3,4,3,3,3,2,2,2,
100,100,04 Jan 2022 - 20:48:56 CET,04 Jan 2022 - 20:55:16 CET,380,377,1641325736,1641326116,1,5,0,,EndText,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Mac OS X 10.15.7,Chrome 95.0.4638.69,1407,,2,27,6,2,5,2,6,6,1,6,3,2,4,2,2,5,5,2,6,3,5,4,2,3,3,2,1,1,2,1,2,2,3,3,,100,CBC1_1640008116_6,2127,13,44,40,36,19,22,30,14,10,4,28,15,15,12,9,5,4,9,23,8,9,6,2,
101,101,06 Jan 2022 - 11:55:53 CET,06 Jan 2022 - 12:03:17 CET,444,457,1641466553,1641466997,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone13,2; iOS 15_1_1; de_DE; de-DE; scale=3.00; 1170x2532; 338132253)",,Mobile 15E148,390,,2,22,5,4,4,3,3,4,3,5,4,2,4,5,3,5,5,3,4,4,2,5,3,2,3,3,3,2,3,2,2,1,1,2,,101,CBC1_1640008116_6,7,38,45,42,22,9,11,15,18,9,7,33,20,20,22,17,13,13,14,18,39,10,20,2,
102,102,06 Jan 2022 - 12:08:12 CET,06 Jan 2022 - 12:09:14 CET,62,62,1641467292,1641467354,1,2,0,,Gaais,1,"Mozilla/5.0 (Linux; Android 9; ANE-LX1 Build/HUAWEIANE-L21; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (28/9; 480dpi; 1080x2060; HUAWEI; ANE-LX1; HWANE; hi6250; de_DE; 339335857)",Android 9,Chrome 96.0.4664.104,360,,2,22,4,4,4,3,3,4,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,9,20,42,,,,,,,,,,,,,,,,,,,,,,
103,103,06 Jan 2022 - 12:14:17 CET,06 Jan 2022 - 13:07:54 CET,3217,3217,1641467657,1641470874,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 10; H8324 Build/52.1.A.3.49; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36 Instagram 215.0.0.27.359 Android (29/10; 408dpi; 1080x2038; Sony; H8324; H8324; qcom; en_NZ; 337202359)",Android 10,Chrome 95.0.4638.74,424,,2,22,5,2,5,3,5,5,2,5,3,2,3,2,3,6,5,3,4,3,4,2,2,3,2,1,2,3,1,3,2,2,3,2,,103,CBC1_1640008116_6,8,20,42,42,48,29,18,15,27,5,3,30,33,16,24,15,30,12,8,2769,11,8,9,3,
104,104,06 Jan 2022 - 12:28:24 CET,06 Jan 2022 - 12:31:37 CET,193,193,1641468504,1641468697,1,2,0,,CBC_Random1,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone11,8; iOS 15_1; de_DE; de-DE; scale=2.00; 828x1792; 338132253) NW/3",,NW 3,414,,1,23,5,2,5,3,4,5,1,4,3,3,4,3,4,6,6,3,6,3,5,3,,,,,,,,,,,,,,104,CBC1_1640008116_6,7,23,60,61,20,3,10,5,6,2,3,,,,,,,,,,,,,,
105,105,06 Jan 2022 - 12:29:29 CET,06 Jan 2022 - 12:34:41 CET,312,312,1641468569,1641468881,1,2,0,,CBC_Random3,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone12,1; iOS 14_8_1; de_DE; de-DE; scale=2.00; 828x1792; 338132253)",,Mobile 15E148,414,,1,23,5,2,6,1,5,6,1,5,2,2,5,4,2,5,5,2,5,5,5,4,3,2,,,,,,,,,,,,105,CBC1_1640008116_6,14,22,46,54,21,27,17,13,16,7,7,60,22,,,,,,,,,,,,
106,106,06 Jan 2022 - 12:30:28 CET,06 Jan 2022 - 12:37:13 CET,405,402,1641468628,1641469033,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone10,4; iOS 14_6; en_DE; en-GB; scale=2.00; 750x1334; 338132253)",,Mobile 15E148,375,,2,22,5,2,5,2,4,5,1,5,2,2,5,2,3,6,5,1,6,2,3,1,3,1,3,1,1,3,2,3,2,2,3,1,,106,CBC1_1640008116_6,4,24,42,42,25,10,8,10,6,3,3,32,32,40,13,14,20,15,11,14,10,17,9,2,
107,107,06 Jan 2022 - 12:38:42 CET,06 Jan 2022 - 12:48:09 CET,567,565,1641469122,1641469689,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone14,2; iOS 15_2; de_DE; de-DE; scale=3.00; 1170x2532; 338132253)",,Mobile 15E148,390,,1,23,5,2,5,2,5,5,2,5,3,2,5,2,2,6,5,2,5,2,5,2,3,3,1,3,3,3,2,1,2,3,1,3,,107,CBC1_1640008116_6,9,37,69,51,51,24,20,32,24,10,5,31,21,36,19,16,14,16,18,29,14,15,11,2,
108,108,06 Jan 2022 - 12:40:46 CET,06 Jan 2022 - 12:56:57 CET,971,969,1641469246,1641470217,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 10; MI 8 Build/QKQ1.190828.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (29/10; 440dpi; 1080x2029; Xiaomi; MI 8; dipper; qcom; de_DE; 339335857)",Android 10,Chrome 96.0.4664.104,393,,1,21,5,2,6,2,5,5,1,5,2,2,6,3,2,6,6,4,5,4,6,2,2,3,3,3,1,3,3,2,1,3,1,3,,108,CBC1_1640008116_6,12,45,64,84,24,24,42,30,28,11,10,105,45,88,47,66,48,38,32,22,20,55,17,24,
109,109,06 Jan 2022 - 12:56:56 CET,06 Jan 2022 - 13:13:19 CET,983,806,1641470216,1641471199,1,5,0,,EndText,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Mac OS X 10.15.7,Safari 15.1,1175,,1,23,5,2,4,2,3,4,3,4,3,2,4,3,4,2,3,2,4,2,5,4,2,1,2,2,3,2,1,1,3,3,2,3,,109,CBC1_1640008116_6,13,22,44,357,2,2,2,2,2,5,2,76,58,14,61,12,5,7,92,12,9,7,10,3,
110,110,06 Jan 2022 - 13:16:58 CET,06 Jan 2022 - 13:26:17 CET,559,557,1641471418,1641471977,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",,Safari 604.1,375,,2,23,5,2,4,3,2,5,2,4,4,2,4,3,4,5,5,3,4,4,3,3,3,3,1,1,1,3,2,1,1,2,3,1,,110,CBC1_1640008116_6,8,21,73,65,44,15,15,16,21,13,3,48,31,19,26,18,13,19,12,24,14,18,25,4,
111,111,06 Jan 2022 - 13:27:35 CET,06 Jan 2022 - 13:33:32 CET,357,357,1641472055,1641472412,1,5,0,,EndText,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Mac OS X 10.15.7,Safari 15.1,1440,,2,23,6,2,5,4,1,5,1,4,3,2,3,2,2,5,6,1,5,3,3,3,2,1,2,1,1,1,2,3,1,2,3,1,,111,CBC1_1640008116_6,5,22,32,53,13,9,7,10,8,7,3,46,13,18,16,13,12,6,9,9,30,7,11,3,
112,112,06 Jan 2022 - 13:41:26 CET,06 Jan 2022 - 13:45:49 CET,263,262,1641472886,1641473149,1,2,0,,CBC_Random4,1,"Mozilla/5.0 (iPad; CPU OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPad11,6; iOS 14_8; de_DE; de-DE; scale=2.00; 1334x750; 338132253)",,Mobile 15E148,375,,2,20,5,2,5,2,3,3,1,5,4,3,2,5,4,4,6,4,5,4,2,5,1,2,3,,,,,,,,,,,112,CBC1_1640008116_6,16,11,53,43,29,14,12,10,10,4,4,37,21,14,,,,,,,,,,,
113,113,06 Jan 2022 - 13:57:42 CET,06 Jan 2022 - 14:05:18 CET,456,454,1641473862,1641474318,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 11; SM-N975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.104,480,,1,31,6,4,5,2,6,5,1,5,2,2,3,4,4,4,4,5,3,5,3,4,3,3,3,3,3,2,1,3,1,1,2,1,,113,CBC1_1640008116_6,4,17,90,55,18,6,8,4,12,11,3,33,25,43,25,13,11,5,16,38,10,5,4,2,
114,114,06 Jan 2022 - 14:22:25 CET,06 Jan 2022 - 14:28:33 CET,368,367,1641475345,1641475713,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 11; GM1913 Build/RKQ1.201022.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 217.0.0.0.444 Android (30/11; 600dpi; 1440x3120; OnePlus; GM1913; OnePlus7Pro; qcom; de_DE; 342754065)",Android 11,Chrome 96.0.4664.104,384,,1,26,5,2,6,1,6,6,1,6,1,1,5,2,2,6,6,1,6,2,5,2,2,1,1,2,2,3,3,3,2,3,1,1,,114,CBC1_1640008116_6,10,16,47,41,22,15,11,11,18,11,6,35,28,9,19,14,11,7,10,4,7,12,11,2,
115,115,06 Jan 2022 - 14:40:34 CET,06 Jan 2022 - 14:40:53 CET,19,19,1641476434,1641476453,1,2,0,,KUT,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone11,8; iOS 15_1; de_DE; de-DE; scale=2.00; 828x1792; 338132253)",,Mobile 15E148,414,,2,22,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,19,,,,,,,,,,,,,,,,,,,,,,,
116,116,06 Jan 2022 - 15:17:14 CET,06 Jan 2022 - 15:25:01 CET,467,465,1641478634,1641479101,1,5,0,,EndText,1,"Mozilla/5.0 (iPad; CPU OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19B74 [FBAN/FBIOS;FBDV/iPad8,7;FBMD/iPad;FBSN/iPadOS;FBSV/15.1;FBSS/2;FBID/tablet;FBLC/de_DE;FBOP/5]",,[FBAN FBIOS;FBDV,1024,,1,60,6,4,6,3,6,6,1,6,2,2,5,3,2,6,6,1,5,2,6,2,2,3,3,1,2,3,3,2,2,3,1,2,,116,CBC1_1640008116_6,28,20,47,45,20,11,7,15,19,7,8,79,36,18,15,13,13,11,10,15,16,9,20,11,
117,117,06 Jan 2022 - 15:53:09 CET,06 Jan 2022 - 16:01:44 CET,515,512,1641480789,1641481304,1,5,0,,EndText,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:95.0) Gecko/20100101 Firefox/95.0,Mac OS X 10.15,Firefox 95.0,1126,,2,25,6,2,5,2,4,5,1,5,2,1,1,5,6,4,3,5,3,6,1,5,3,1,1,2,2,3,2,1,1,3,1,2,,117,CBC1_1640008116_6,43,15,40,48,34,22,15,21,22,7,9,40,32,77,15,17,13,15,12,15,14,9,10,10,
118,118,06 Jan 2022 - 15:58:01 CET,06 Jan 2022 - 16:06:16 CET,495,495,1641481081,1641481576,1,2,0,,CBC_Random1,1,"Mozilla/5.0 (Linux; Android 11; SM-A326B Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/348.0.0.39.118;]",Android 11,[FB_IAB FB4A;FBAV,320,,1,63,8,5,4,3,4,4,3,4,3,3,4,3,3,5,5,3,4,3,4,3,,,,,,,,,,,,,,118,CBC1_1640008116_6,25,65,118,101,49,39,24,23,44,20,12,,,,,,,,,,,,,,
119,119,06 Jan 2022 - 16:05:26 CET,06 Jan 2022 - 16:17:54 CET,748,746,1641481526,1641482274,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/348.0.0.39.118;]",Android 8.0.0,[FB_IAB FB4A;FBAV,360,,2,35,5,2,2,4,1,3,2,3,5,4,4,2,2,6,3,1,5,2,1,3,3,2,2,1,2,2,1,2,1,2,3,3,Interessante Umfrage. 😊👍🏻,119,CBC1_1640008116_6,31,14,76,66,30,38,23,36,68,16,12,67,40,36,25,25,23,21,21,29,22,18,17,23,
120,120,06 Jan 2022 - 17:03:34 CET,06 Jan 2022 - 17:07:36 CET,242,240,1641485014,1641485256,1,2,0,,CBC_Random1,1,"Mozilla/5.0 (Linux; Android 11; SM-G780G Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/348.0.0.39.118;]",Android 11,[FB_IAB FB4A;FBAV,360,,2,45,6,4,5,2,5,5,1,5,3,2,3,3,4,4,4,4,3,5,1,4,,,,,,,,,,,,,,120,CBC1_1640008116_6,11,27,67,69,20,11,12,7,6,12,9,,,,,,,,,,,,,,
121,121,06 Jan 2022 - 17:12:15 CET,06 Jan 2022 - 17:13:19 CET,64,63,1641485535,1641485599,1,2,0,,Gaais,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone9,4; iOS 14_4_2; de_DE; de-DE; scale=2.61; 1080x1920; 338132253) NW/3",,NW 3,414,,2,26,6,2,5,2,5,5,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,46,,,,,,,,,,,,,,,,,,,,,,
122,122,06 Jan 2022 - 17:20:41 CET,06 Jan 2022 - 17:20:55 CET,14,14,1641486041,1641486055,1,2,0,,KUT,1,"Mozilla/5.0 (Linux; Android 11; SM-G973F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (30/11; 420dpi; 1080x2042; samsung; SM-G973F; beyond1; exynos9820; de_DE; 339335857)",Android 11,Chrome 96.0.4664.104,412,,1,23,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,
